article name,article link,article text,article date

""He has an extraordinary amount of conviction,"" said Zachery Love, a 19-year-old University of Iowa student, one of more than 4,000 people to turn out for a Sanders concert and rally Saturday night.

Mrs. Clinton, for her part, highlighted her perseverance and qualifications along with what she describes as a pragmatic, effective approach to governing. She also portrayed herself as the most electable candidate whose nomination is necessary to block Republican ideas.

Her policy platform includes a new program for debt-free tuition and an increase in solar panels, as well as change in health care and Social Security that are more modest than her rival's.

Her supporters, including many older women who grew up in a time of outright sex discrimination, say they are inspired by the idea of electing the first female president. And backers often say she is the most qualified candidate for the presidency they have ever encountered.

On Monday night, Deidre Fudge arrived early to her West Des Moines caucus to register support for Mrs. Clinton. ""I'm just a little worried about Bernie and his naivete,"" Ms. Fudge said. ""I appreciate her experience and level-headedness about what can actually get done.""

Credit: By Laura Meckler, Peter Nicholas and Colleen McCain Nelson",3/15/16

Clinton and Sanders Are Wrong on Fracking,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1773380064?accountid=12768,"In addition to the economic and scientific hypocrisy of opposing fracking as outlined in your editorial ""Clinton Against American Energy"" (March 8), I find it ironic that the environmental opposition to fracking ignores the fact that the fracking-based natural gas revolution has resulted in the U.S. becoming the only nation in the world to reduce its CO2 footprint over the past 10 years. Instead of opposing fracking, we should be encouraging even more fracking and natural-gas consumption as we map a cost-competitive path to lower carbon emissions over the next few decades.

Frank Murphy

St. Louis

---

Of course Hillary Clinton and Bernie Sanders are against fracking. When properly regulated by states, fracking has shown it is perfectly safe and doesn't pollute. But there remains the theoretical possibility that fracking will be unregulated and may pollute. So we should ban fracking with the good intention of avoiding any possibility of polluting? The consequences may be much higher energy prices which like a regressive tax would impact the poor the most. But this doesn't matter. These are progressive policies and to progressives it is only good intentions that matter. The consequences are irrelevant.

Stephen R.S. Martin

Cave Creek, Ariz.

---

The reason fracking is supported by Democrats like Colorado Gov. John Hickenlooper -- who holds a master's degree in geology -- is because hydraulic fracturing, with proper regulation, can be done safely. The Environmental Protection Agency has found that fracking doesn't contaminate groundwater resources.

Secretary Clinton's assertion that her stipulations would greatly restrict fracking is blatantly untrue, unless she plans to implement much stricter standards.

Isaac Orr

The Heartland Institute

St. Paul, Minn.",3/16/16

Delegate Math Gets More Daunting for Bernie Sanders; Hillary Clinton's lead is bolstered with several wins,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1773344287?accountid=12768,"Notching wins in at least four big contests Tuesday, Hillary Clinton is on track to become the Democratic presidential nominee, with a delegate lead large enough to withstand whatever challenge rival Bernie Sanders mounts before the voting wraps up in June.

Mrs. Clinton captured the biggest prize of the night, winning Florida by more than 30 percentage points. She also easily won North Carolina and Ohio and edged her rival in Illinois. Under party rules that award delegates proportionally based on results, Mrs. Clinton expanded her lead as the race reached the halfway point in terms of delegates.

Mrs. Clinton had already built an advantage that looked insurmountable barring a collapse of her candidacy, delegate experts said. She led Mr. Sanders 768 to 554 in pledged delegates, coming off the 29 separate contests that preceded Tuesday's elections. Throw in the superdelegates--Democratic leaders and elected officials who are free to back whomever they choose--and her lead stood at 1,235 to 580.

With Tuesday's partial results, Mrs. Clinton added at least 253 pledged delegates to her tally, while Mr. Sanders added 124 delegates. A total of 2,383 delegates overall are needed to clinch the nomination.

""It would take something not really seen in modern politics"" for Mr. Sanders to overtake her, said David Wasserman, a delegate analyst for the nonpartisan Cook Political Report.

The hard realities of delegate math have put Mr. Sanders in a deep hole. Mrs. Clinton, a former senator and secretary of state, vaulted to a lead through landslide victories in Southern states with large swaths of African-American voters. Mr. Sanders has scored some upsets, but he hasn't defeated her by sufficiently large margins in delegate-rich states to keep pace.

An analysis by Mr. Wasserman shows that the Vermont senator, in advance of the voting on Tuesday, needed to win 61% of the remaining delegates and superdelegates who are as yet uncommitted to catch up to Mrs. Clinton.

Sanders aides contend they are trailing because Deep South contests happened to be clustered in the early part of the calendar. They contend Mrs. Clinton was bound to do well in the South because she and her husband are well-known there.

Looking down the road, the Sanders campaign sees a series of states where he could prevail and make up ground, such as New York next month and California and New Jersey in June. ""We have time to pick up a lot of delegates in those places,"" said Tad Devine, a senior Sanders strategist.

But for Team Sanders, the second half of the calendar is no cakewalk. A total of 28 contests remain, with 2,020 delegates up for grabs. More than half the delegates will come from just five states: California, New Jersey, Pennsylvania, Washington, and New York, which Mrs. Clinton served as senator.

In her 2008 presidential campaign, Mrs. Clinton won four of them, losing only Washington to then-Sen. Barack Obama.

A hopeful sign for Mr. Sanders is that Mrs. Clinton isn't doing as well this time among white male voters. But she is winning solidly among minorities, who figure to carry great weight in those states. Blacks and Hispanics accounted for more than one-third of the Democratic electorate in California and New Jersey in 2008, exit polls showed.

""She's following exactly the strategy the campaign had,"" said Tom Nides, a Clinton fundraiser and a top deputy to Mrs. Clinton at the State Department. ""They wanted by March 15 to be mathematically in position to guarantee the nomination and I think we're moving very quickly to that position.""

Colleen McCain Nelson contributed to this article.

Write to Peter Nicholas at peter.nicholas@wsj.com

Corrections & Amplifications: Bernie Sanders and Hillary Clinton competed in Democratic primaries Tuesday. An earlier version of this article incorrectly stated the party's name in the caption of a video. (March 16, 2016)

Credit: By Peter Nicholas",3/16/16

Delegate Math Gets More Daunting for Bernie Sanders; Hillary Clinton's lead is bolstered with several wins,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1773344253?accountid=12768,"Notching wins in at least three big contests Tuesday , Hillary Clinton is on track to become the Democratic Party's presidential nominee, with a delegate lead large enough to withstand whatever challenge rival Bernie Sanders mounts before the voting wraps up in June.

Mrs. Clinton captured the biggest prize of the night, winning Florida by about 30 percentage points. She also easily won North Carolina and Ohio. Under party rules that award delegates proportionally based on results, Mrs. Clinton expanded her lead as the race reached the halfway point in terms of delegates.

With Tuesday's partial results, Mrs. Clinton added at least 253 pledged delegates to her tally, while Mr. Sanders added 124 delegates. Her lead in pledged delegates thus stretched to nearly 350.

""It would take something not really seen in modern politics"" for Mr. Sanders to overtake her, said David Wasserman, a delegate analyst for the nonpartisan Cook Political Report.

The hard realities of delegate math have put Mr. Sanders in a deep hole. Mrs. Clinton, a former senator and secretary of state, vaulted to a lead through landslide victories in Southern states with large swaths of African-American voters. Mr. Sanders has scored some upsets, but he hasn't defeated her by sufficiently large margins in delegate-rich states to keep pace.

An analysis by Mr. Wasserman shows that the Vermont senator, in advance of the voting on Tuesday, needed to win 61% of the remaining delegates and superdelegates who are as yet uncommitted to catch up to Mrs. Clinton.

Sanders aides contend they are trailing because Deep South contests happened to be clustered in the early part of the calendar. They contend Mrs. Clinton was bound to do well in the South because she and her husband are well-known there.

Looking down the road, the Sanders campaign sees a series of states where he could prevail and make up ground, such as New York next month and California and New Jersey in June. ""We have time to pick up a lot of delegates in those places,"" said Tad Devine, a senior Sanders strategist.

But for Team Sanders, the second half of the calendar is no cakewalk. A total of 28 contests remain, with 2,020 delegates up for grabs. More than half the delegates will come from just five states: California, New Jersey, Pennsylvania, Washington, and New York, which Mrs. Clinton served as senator.

In her 2008 presidential campaign, Mrs. Clinton won four of them, losing only Washington to then-Sen. Barack Obama.

A hopeful sign for Mr. Sanders is that Mrs. Clinton isn't doing as well this time among white male voters. But she is winning solidly among minorities, who figure to carry great weight in those states. Blacks and Hispanics accounted for more than one-third of the Democratic electorate in California and New Jersey in 2008, exit polls showed.

""She's following exactly the strategy the campaign had,"" said Tom Nides, a Clinton fundraiser and a top deputy to Mrs. Clinton at the State Department. ""They wanted by March 15 to be mathematically in position to guarantee the nomination and I think we're moving very quickly to that position.""

Colleen McCain Nelson contributed to this article.

Write to Peter Nicholas at peter.nicholas@wsj.com

Credit: By Peter Nicholas",3/16/16

How Sanders Exposed Clinton,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1764619431?accountid=12768,"Democrats awoke Wednesday with a thought usually reserved for Republicans: Hillary Clinton is a disaster. The marvel is that she fooled them for so long.

Picture Bernie Sanders as a small child in the court of Empress Clinton, and you have a modern twist on Hans Christian Andersen. The adoring Democratic townspeople oohed and aahed over their ""tough"" and ""experienced"" and ""masterful"" leader, the anointed heir to the Clinton throne. Then Bernie murmured what was obvious, and the crowd looked again.

What they saw in New Hampshire was a dour, 68-year-old woman, shouting at her audience in her best impression of emotion. They saw a gaunt former president, rambling to half-empty forums, grumping about his wife's political opponent. They saw the candidate's surrogates try to snag the votes of young women by threatening them with eternal damnation. They saw a campaign in disarray, dragging carload upon carload of ethical baggage. They saw that the empress has no (or very few) clothes.

No one knows whether Bernie Sanders can pull off a nomination. But what everyone does know now is that Hillary has (and is) a problem either way. Let's dispense with some spin: Bernie never had a lock on the Granite State. New Hampshire had stepped up for the Clintons twice before, in 1992 and 2008. This year Hillary went into the contest with endorsements, a huge operation and plenty of money.

What she didn't have was the interest of voters. They'd had their eyes opened, and they chose to use their primary to highlight Mrs. Clinton's many and obvious political weaknesses. She may still be the favorite to hold her party's banner, but the mantle of inevitability has been stripped away.

New Hampshire exposed again what a wooden candidate Hillary is. Mr. Sanders strolls on stage and makes his audience sing and cheer. Mrs. Clinton's events begin with propaganda videos about her past, followed by a tutorial on why she deserves this. They are heavy, and droning.

She cannot do uplifting. She had the same likability problem in her 2000 race for the Senate, when she had to spend a fortune to beat an unknown Republican in liberal New York. The same problem popped up in 2008, against Barack Obama. Why anyone thought she would improve on a third go is a mystery.

New Hampshire also uncovered the mismanagement that always attends the Clintons. Hillary wakes up every day with a new campaign. She ignores Mr. Sanders. Then she runs left. Then she attacks him. Then she softens. Her staff has endless debates, which always end up leaked to the press, about whether she needs to appear ""stronger,"" or more ""human,"" or ""sharper,"" or ""softer,"" or more ""pragmatic,"" or more ""lofty.""

She has a habit of unceremoniously firing campaign teams. And this scattershot approach comes from a woman who has been plotting to be president for at least a decade? All this shifting may be another reason why the public sees her as ""untrustworthy.""

To that point, New Hampshire proved that concerns about Mrs. Clinton's ethics aren't merely a right-wing talking point. They've permeated the electorate. Some stunning numbers: Among the one-third of Democratic primary voters who said ""honesty"" was the top quality they wanted in a nominee, Mr. Sanders won 91%. Among the quarter who said they focused on a candidate who ""cares about people like me,"" Mr. Sanders won 82%.

Finally, New Hampshire exposed how out of touch the Clinton machine is with the modern liberal movement. Mrs. Clinton based her campaign on the tropes of a fading Democratic establishment. She figured that women would vote for her simply because she had the right anatomy. She figured that college grads and wealthier Democrats would vote for her because she had more pragmatic policies. She figured that the bulk of voters still viewed the Clinton operation as a sure ticket to the White House.

In fairness, she won her age group -- those 65 or older, who grew up with the Clintons. But she lost everyone else: women, men, college grads, blue-collar workers. She lost every income level except those making more than $200,000. She lost liberals. And moderates.

What makes Mrs. Clinton's miscalculation notable is that the party's shift was on full, neon view before she even entered the race. It was walking around in the form of Elizabeth Warren. The worry for Mrs. Clinton is that she might be unable to heal the rifts. Barack Obama's soaring rhetoric was able to reunite his party in 2008. Hillary doesn't have his skills.

Responsibility for her crushing New Hampshire defeat can't be placed on Mrs. Clinton alone. Her party leadership is in it with her. Since 2008 the Clinton juggernaut has projected Hillary as the party's only option, and Democrats bought it. They closed their eyes to her flaws and scandals, ignored the shifting progressive winds, pushed potential rivals aside, and raved about the empress's lovely clothes. Then Bernie started whispering.

Credit: By Kimberley A. Strassel",3/17/16

"Election 2016: Clinton, Sanders Clash Over Cost of Plans --- Former secretary of state also questions the senator's loyalty to President Obama",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1764615768?accountid=12768,"MILWAUKEE -- Hillary Clinton pressed Bernie Sanders on the viability of his proposals for free health care and college tuition in a Democratic presidential debate Thursday, and questioned his loyalty to President Barack Obama for past statements calling the president weak and a disappointment.

In a wide-ranging exchange, the first after the candidates split victories in the Iowa caucuses and New Hampshire primary, the Democratic contenders agreed with each other more than they disagreed and appealed to the minority voters who will play a larger role in the next two races, in South Carolina and Nevada.

Mrs. Clinton tethered herself to Mr. Obama, who remains enormously popular with the African-American voters she is relying on to help her campaign. She cast herself as the keeper of his legacy, repeatedly injected praise for his record and attacked Mr. Sanders for criticism he has leveled against the president.

""The kind of criticism we've heard from Sen. Sanders about our president I expect from Republicans -- I do not expect from someone running for the Democratic nomination,"" she said. ""That is a low blow,"" he replied, saying he has worked closely with Mr. Obama. But he added: ""Last I heard, we lived in a democratic society. Last I heard a U.S. senator had the right to disagree with the president. So I have voiced criticisms.""

Mrs. Clinton said that disagreement was fine but Mr. Sanders went too far suggesting a primary challenge to him in 2011, calling him weak and a disappointment. The Vermont senator's final retort, harking back to the 2008 Democratic primary: ""One of us ran against Barack Obama. I was not that candidate.""

The debate elicited few surprises and revealed no significant change in tactics by either camp that could shift the dynamics of what appears to be a highly competitive fight for the Democratic Party presidential nomination that isn't likely to be resolved for months.

Mr. Sanders didn't hesitate to stand by his proposal to impose new taxes on the wealthy and Wall Street to provide new government services. However, he appeared to have no reply when the former secretary of state pointed out that his education proposal would require Republican governors to spend more money to make it happen.

Mr. Sanders's plan ""rests on making sure that governors, like Scott Walker [of Wisconsin], contribute $23 billion on the first day to make college free. I'm a little skeptical,"" she said, to loud applause.

An unexpected historical figure made his way into the debate: Henry Kissinger, who served as secretary of state and national security adviser under President Richard Nixon. Mr. Sanders sought to put Mrs. Clinton on the defensive, noting that she has said she has taken advice from Mr. Kissinger and citing his role in the secret bombings of Cambodia during the Vietnam War.

""I happen to believe that Henry Kissinger was one of the most destructive secretaries of state in the modern history of this country,"" Mr. Sanders said. ""I'm proud to say that Henry Kissinger is not my friend. I will not take advice from Henry Kissinger.""

Mrs. Clinton struck back, seeking to portray Mr. Sanders as unprepared for the world's foreign policy challenges. ""Journalists have asked, who do you listen to on policy and we have yet to know who that is,"" Mrs. Clinton said. ""Well, it ain't Henry Kissinger, that's for sure,"" Mr. Sanders said.

While the exchange seemed an unusual detour, the Sanders campaign followed it with a memo to reporters detailing its view on Kissinger's policies.

The debate opened with a tense exchange over one of the pair's sharpest policy differences -- Mr. Sanders's proposal to create a single-payer health-care system that would replace private insurance with a government-funded system.

Mr. Sanders said it is imperative for the U.S. to guarantee health care as a right, not a privilege. Mrs. Clinton questioned his assertion that a typical American family will see $500 more in taxes while saving $5,000 in health-care costs.

""The numbers don't add up,"" she said. ""That's a promise that cannot be kept.""

Mr. Sanders responded by speaking of a general imperative. ""Here is the reality, folks. There is one major country on Earth that does not guarantee health care to all people,"" he said.

Mrs. Clinton replied that the U.S. system is fundamentally different from European countries, which have government systems, and that the Affordable Care Act was meant to build on the employer-based system in place.

Mrs. Clinton suggested that her opponent was promising more than he could deliver as president and would plunge the country back into another protracted debate over health care: ""We have a special obligation to make clear what we stand for, which is why we should not make promises we can't keep.""

She said she has specified what her proposals would cost -- $100 billion a year. ""Once I'm in the White House, we will have enough political capital"" to close tax loopholes and raise taxes on wealthy Americans -- steps that would pay for her programs, she said.

In reply, Mr. Sanders seized on her prediction that she will be the next president. ""Secretary Clinton, you're not in the White House yet,"" he said.

Credit: By Colleen McCain Nelson, Laura Meckler and Peter Nicholas",3/17/16

Sanders Urges Treasury to Set Tax Restrictions on Inversion Deals; The presidential candidate's proposed tax rules would threaten Pfizer's merger with Allergan,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774195218?accountid=12768,"WASHINGTON--Democratic presidential candidate Bernie Sanders is urging the Treasury Department to impose new tax rules that could halt Pfizer Inc.'s proposed merger with Allergan PLC , or at least make it more expensive.

In a letter sent Friday from his Senate office, Mr. Sanders asked Treasury Secretary Jack Lew to prevent Pfizer and other companies that take foreign tax addresses from borrowing against stockpiled foreign earnings without paying U.S. taxes. He also wants Treasury to limit ""earnings stripping,"" the intercompany maneuvers companies use after taking a non-U.S. address to load up their U.S. operations with subsidiaries and shift profits to low-tax foreign countries.

""Large multinational corporations should not be able to avoid paying U.S. taxes when children in America go hungry,""

wrote Mr. Sanders , a Vermont senator. ""Blocking this inversion would not only be sound fiscal policy, it would also act as a strong deterrent to other companies that are contemplating similar tax scams.""

Joan Campion, a Pfizer spokeswoman, declined to comment.

Inversions are transactions in which U.S. companies take foreign addresses, typically by merging with a smaller foreign firm. Stopping them has become a populist cause for Democrats , and both Mr. Sanders and front-runner Hillary Clinton have detailed legislative plans to curb the transactions. Most Republicans, by contrast, favor a broader revamp of the tax system that lowers the corporate tax rate and lightens the tax burden on U.S. companies' foreign income.

That disagreement led to stalemate in Congress. In that breach, the Treasury Department has been imposing regulations --and companies have been looking for ways around them.

Pfizer, which announced the planned merger and move to Ireland headquarters in November 2015, would become the largest U.S. company to exit the country. The company says its adjusted tax rate after the merger will be 17% to 18%, down from about 24% now. The scheduled closing date is the second half of 2016.

Under current law, U.S. companies owe U.S. taxes on their world-wide income. They get tax credits for payments to foreign governments. They then owe the U.S. the remainder of the 35% tax rate, but only when they bring the money home. That leads companies to stockpile low-taxed profits abroad and look for ways to escape the U.S. tax net.

As of Dec. 31, Pfizer had approximately $160 billion in accumulated offshore profits on which it hasn't paid U.S. taxes. After the inversion, future profits outside the U.S. wouldn't face any U.S. tax, but the company couldn't simply distribute the built-up past earnings to shareholders without paying the U.S. tax. It could, however, use what's known as a ""hopscotch loan"" to use those profits indirectly.

The Treasury Department has issued two notices that make it harder for companies to benefit from inversions, including restrictions on so-called hopscotch loans. But those rules only apply in cases where shareholders of the U.S. company own at least 60% of the combined firm. The Pfizer deal is structured so that Pfizer shareholders own 56%.

Mr. Sanders is relying on an argument promoted by Stephen Shay of Harvard University . In Tax Notes last month, Mr. Shay, along with two other law professors, outlined how the government could use existing regulatory authority to limit such loans. Mr. Shay was the top international tax lawyer at Treasury earlier in the Obama administration.

A Treasury spokesman said Friday that the department has received the letter and will respond as appropriate.

The Treasury Department has said it is working on the formal regulations that would implement the notices it released in 2014 and 2015. Mr. Lew said in November that the government was exploring more ideas and intended to take further actions in the coming months. The government has struggled to find effective constraints within its existing legal authority while at the same time avoid burdening what it sees as legitimate business transactions.

Write to Richard Rubin at richard.rubin@wsj.com

Credit: By Richard Rubin",3/18/16

"Hillary's and Bernie's Pie-in-the-Sky Social Security Proposals; Promising better benefits and higher taxes, including on investments.",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774045530?accountid=12768,"Bernie Sanders and Hillary Clinton have squared off in what progressive author James W. Russell recently called ""the Democratic Party's increasingly central debate over expansion of Social Security."" Challenged by Mr. Sanders to join him in promising ""never to cut Social Security,"" Mrs. Clinton tweeted a response: ""I won't cut Social Security. As always, I'll defend it, & I'll expand it. Enough false innuendos."" Nevertheless, the reforms they propose would change the program in fundamental but different ways.

Both candidates want massive tax increases, but not by increasing the payroll tax rate, the traditional means for buttressing Social Security finances. Instead, they would put all the financial burden on high-income earners. Mr. Sanders would eliminate, over 17 years, the $118,500 ceiling on which payroll taxes are levied. He also would immediately apply a 6.2% tax on investment income to households with incomes above $250,000. Mrs. Clinton is more circumspect but has recently spoken in favor of both approaches .

The maximum earnings subject to the payroll tax would be raised, but--and this is significant--without increasing the benefits eventually paid out to those who pay more in. Moreover, for the first time, non-wage income would be taxed.

What sets Mrs. Clinton and Mr. Sanders apart is how they increase benefits. Mrs. Clinton would raise retirement payments for widows as well as provide Social Security credits for individuals who take time out of the workforce to care for a child or an infirm adult. Mr. Sanders would increase the basic benefit for most retirees, raise cost-of-living adjustments, and institute a new minimum benefit for long-career low earners. Overall, Mr. Sanders's proposed benefit increases are nearly three times as large as Mrs. Clinton's.

But Mrs. Clinton's benefit increases are more ""progressive."" I analyzed both proposals using the Policy Simulation Group's microsimulation models, which are used by the Social Security Administration, Government Accountability Office and Labor Department. Under Mrs. Clinton's plan, about 57% of the total dollar increase in benefits would flow to the bottom two-fifths of households, with 21% received by the top two quintiles of households. Under Mr. Sanders's plan, 35% of total benefit increases flow to the bottom two-fifths of households while 44% go to the top two-fifths.

These differences derive from the not-entirely-progressive provisions of Mr. Sanders's benefit increases. For instance, Social Security currently replaces 90% of an individual's first $10,272 in average pre-retirement earnings, with lower replacement rates for earnings above that level. Mr. Sanders raises the annual earnings covered by that 90% replacement rate to about $11,800. This boosts benefits progressively for individuals with earnings above $10,272, but individuals with earnings below $10,272 receive no benefit increase. Mr. Sanders also institutes a minimum benefit of 125% of the poverty threshold for workers with 30 years of earnings, but those with shorter careers--who are usually poorer--receive less. Higher cost-of-living adjustments also tend to benefit wealthier, longer-lived retirees.

Despite increased taxes, neither proposal would shore up Social Security's long-term funding deficits. These currently range from $10 trillion to $15 trillion over the next 75 years, according to various government estimates.

The Sanders plan, according to Social Security Administration actuaries, would close about 82% of the program's long-term deficit as scored by the Social Security's Trustees. But it would fix only about half of the larger shortfall as projected by the Congressional Budget Office.

Mrs. Clinton's more restrained benefit increases would probably let her approach 75-year solvency under the assumptions made by the Social Security Trustees, but still fall well short of addressing larger projected shortfalls estimated by the CBO, or by a recent Technical Panel appointed by the bipartisan Social Security Advisory Board. In any event, both presidential contenders would raise the effective top marginal tax rate by 12 percentage points.

SSA actuaries assume that upper-income individuals would not work less in response to higher payroll taxes--but the SSA and the CBO do assume that if employers must pay 6.2% tax on their employees' earnings above $118,500, they will reduce employee wages to cover the extra costs. Those lost employee earnings would no longer be subject to federal income taxes, state income taxes, or Medicare payroll taxes. In short, while Social Security might gain $2.4 trillion over 10 years, the rest of the budget would lose nearly half a trillion dollars in revenues over that time.

It's unclear how popular either proposal would be in the general election. Americans don't want Scandinavian levels of taxation and certainly not, in Mr. Sanders's case, to pay higher benefits to mostly higher-income households.

A well-designed but fiscally conservative Social Security reform could compete with either plan. For instance, a flat poverty-level retirement benefit paid to all, coupled with expanded access to 401(k)s, could eliminate poverty in old age, increase retirement saving, and make Social Security solvent at almost one-third lower cost than Mr. Sanders's plan, eliminating the 12.4% payroll tax on retirees who continue to work.

Mr. Biggs is a resident scholar at the American Enterprise Institute. In 2008-09 he served as principal deputy commissioner of the Social Security Administration.

Credit: By Andrew G. Biggs",3/18/16

"Bernie Sanders Keeps Up Pressure; Hillary Clinton Looks to Pad Delegate Lead; Vermont senator goes on the offensive, with Ohio being key battleground among Tuesday's five primaries",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1773288914?accountid=12768,"RALEIGH, N.C--Sen. Bernie Sanders ramped up criticism of Democratic presidential front-runner Hillary Clinton heading into Tuesday's primary contests , but it was unclear how long he could sustain such attacks if her delegate lead keeps growing.

Mr. Sanders was promising to take his campaign all the way to the party convention this summer, whatever Tuesday's outcome. But he may face increasing pressure from Democrats not to harm their likely nominee if he continues to go after Mrs. Clinton for her ties to Wall Street, her record of support for free-trade agreements and the backing she receives from an outside super PAC.

Mrs. Clinton, who alternates between sharp attacks of her own and above-the-fray calls for unity, suggested Tuesday she isn't bothered by the swipes and is instead focused on building her delegate lead.

""I absolutely respect Sen. Sanders,"" the former secretary of state and New York senator said after greeting voters here. ""He has a right to run his campaign in any way he chooses. And I'm proud of the campaign that he and I have run because we've actually focused on the issues.""

Coming into Tuesday's voting, Mrs. Clinton had a commanding lead: Her 768 pledged delegates, those chosen by voters, was 214 more than Mr. Sanders. Including so-called superdelegates, who are party leaders who can vote for anyone, she had 1,235--more than double her rival's take and more than half the number needed for the nomination, according to a tally by the Associated Press.

Five states were voting on Tuesday, including marquee contests in Ohio and Florida, as well as Illinois, Missouri and North Carolina.

Mrs. Clinton's advantage was on display Tuesday in Miami, home to large populations of Hispanic and African-American voters who have gravitated to her campaign.

""I like that she's a smart, charismatic woman,"" said Bridgette Thornton, a 37-year-old African-American attorney, who cast her ballot at a Miami church. ""It was a difficult choice for me, but I'm a practical person. Hillary has a better shot at winning the presidential election.""

Both campaigns saw Mr. Sanders's chances as better in Ohio, where he has hammered home his anti-free-trade views in recent days. Mrs. Clinton has tried to recast her trade message, but the attempt fell flat with at least some voters.

""The Clinton history with trade policies, that really just killed our area,"" said Fred Woke, a 57-year-old radio announcer who voted for Mr. Sanders in Niles, in northeastern Ohio.

Mr. Sanders hopes his arguments similarly resonate in coming battlegrounds. ""In the states that are coming down the pike, we have great opportunities to win many of them, so we're feeling really good,"" Mr. Sanders told reporters in Chicago on Tuesday.

Earlier in the race, Mr. Sanders vowed to avoid negative attacks, but he has amped up his critique in the weeks since voting began. On the stump leading into Tuesday's voting, he suggested Mrs. Clinton is in the pocket of Wall Street and connected her support for free-trade agreements to an exodus of manufacturing jobs across the Midwest.

The challenge for both Democrats is that Donald Trump, should he win the Republican nomination, would be an unconventional opponent who could pick up some of Mr. Sanders's populist arguments.

That has some Clinton backers anxious for Mr. Sanders to ease up.

Read More on Capital Journal

Capital Journal is WSJ.com's home for Election 2016 News.

* Live Coverage: Tuesday's Primaries

* In Illinois, Clinton and Sanders Vie for Obama Legacy

* More GOP Suits Seek Records From Clinton's Term at State Department

* Donald Trump Looks to Cinch Fast Track to GOP Nomination

* Ted Cruz Pins Hopes on a Convention Fight

* Obama Warns 2016 Campaign Marring U.S. Reputation

""The message of Sanders campaign has become personal attacks,"" said Robert Zimmerman, a superdelegate from New York who backs Mrs. Clinton. ""It's not only wrong, it's dangerous politically if he keeps up that tone. It could hurt plans for party unity and empower Republicans.""

Steve Elmendorf, a political consultant who backs Mrs. Clinton, agreed there will come a point when Mr. Sanders needs to let up, but he said it isn't for Clinton supporters to say when. ""When it becomes clear you cannot win, then you should unite behind the nominee of the party and try to beat the Republicans,"" Mr. Elmendorf said. ""It's for him to decide when he can't win.""

In 2008, Mrs. Clinton herself continued to compete in presidential-primary contests against then-Sen. Barack Obama even though he remained ahead in the delegate race the entire time.

""Even if he doesn't think he will win the nomination, he's trying to amass as many delegates as he can,"" said Joe Trippi, a Democratic strategist. Delegates would give Mr. Sanders leverage at the party's convention and demonstrate the strength of his movement, Mr. Trippi said, adding, ""I don't see him relenting.""

Sanders aides see a narrow path to the nomination and say the senator will continue to fight for it. They see potential wins in Arizona next week, followed by New York in April and on the West Coast in May and June. Each Sanders win accentuates Mrs. Clinton's vulnerabilities, his aides say, and could persuade superdelegates that Mr. Sanders would be the strongest Democratic candidate this fall.

His fervent supporters, who continue to fill arenas, also hope he presses forward.

""I think that you need to fight the fight 'til the end,"" said Cindy Figh, 50, a massage therapist from Lithia, Fla., who shaved the name ""Bernie"" into her hair and came to see the senator speak last week in Tampa. ""I just think that there's a chance that he can pull it off.""

She rejected any suggestion that Mr. Sanders might damage Mrs. Clinton, whom she plans to support if she wins the nomination. ""I think that this is part of politics,"" Ms. Figh said. ""We're in the big-boy playground now, and sometimes your ball gets taken away.""

Steve Schale, a Democratic consultant in Florida who voted for Mrs. Clinton though he was hoping to work for Vice President Joe Biden in this race, said he doesn't worry that the Sanders attacks will damage Mrs. Clinton, partly because Democrats are sure to unify if Mr. Trump is the nominee.

""You want to get Democrats over the Sanders-Clinton thing, give them five seconds to think about Trump being within five feet of the nuclear codes,"" Mr. Schale said.

He said he saw no mathematical way for Mr. Sanders to overcome Mrs. Clinton's delegate lead, and said a protracted primary fight would occupy time that the Clinton campaign could be using to prepare for the general election.

""If Hillary Clinton has to go debate Bernie Sanders in New York, and compete in Indiana and California, that means the campaign is not spending time thinking about building organizations in Ohio and Colorado and Florida,"" he said.

President Barack Obama has suggested that he, too, could bring the Democratic Party together once the primary battle concludes. Mr. Obama previously had raised the prospect of making an endorsement in the Democratic primary, but he has since backed off that idea, saying last week that Democratic voters are doing a fine job.

""It's been a good conversation,"" Mr. Obama said. ""And my most important role will be to make sure that after the primary is done I'm bringing everybody together so that we focus on winning the general election.""

Arian Campo-Flores and Heather Haddon contributed to this article.

