article name,article link,article text,article date

Apply all these factors to the current race, experts say, and the edge goes to the front-runners.

In the case of Mr. Trump, his supporters tend to be those who make up their mind early. According to entrance polls in New Hampshire and South Carolina, 58% of Mr. Trump's voters said they decided to cast their votes for him over a month before Election Day. In Nevada, 55% of Trump voters decided at least a week before the election.

Early voting gives such voters a way to express their fealty, says University of Florida political scientist Daniel Smith, an early-voting specialist.

""Donald Trump may be banking early votes through absentee ballots and early voting,"" he said. ""That's good for Donald Trump, especially if the anti-Trump forces start to coalesce and bring him down.""

In Mrs. Clinton's case, her strength with black voters gives her an early-voting edge. On Friday, she spoke at a rally at Atlanta City Hall. After the event, her volunteers phoned voters to get them to cast their ballots that day, the last day of the early-voting period.

Among the many unknowns, though, is whether the early votes that a candidate banks before Tuesday will add to the contender's totals or simply shift the day on which the candidate receives the votes he or she was already going to get.

Among the Super Tuesday states, Virginia, Alabama and Massachusetts sharply restrict early voting, according to the National Conference of State Legislatures. There, supporters can't cast votes early at a polling station and must provide specific reasons why they need to use absentee ballots. In the rest, residents can either show up and vote, starting a week or two weeks before election days or use absentee ballots without restrictions. In some of the states, voters can do either.

The numbers who choose to vote early are large, especially on the Republican side.

In Tennessee, nearly 400,000 ballots were cast in the early-voting period, including about 260,000 Republicans -- or roughly half the number of Republicans who voted in the 2008 and 2012 GOP primaries. In Georgia, about 417,000 people have already voted, topping the 2008 record of 271,000. Of those, about 260,000 were Republicans.

In Texas, 1.1 million votes were cast in early voting, including about 660,000 Republicans. That is 44% of the 1.5 million GOP votes cast in 2012.

Supporters of Texas Sen. Ted Cruz say his large voter-turnout organization can help blunt any advantage

Hope Hicks, a Trump campaign spokeswoman, said she is ""confident in our GOTV [get out the vote] efforts in Texas and beyond.""

In Florida, which votes March 15, early in-person voting started Monday in some counties. Florida Sen. Marco Rubio, like Mr. Cruz in Texas, is hoping his home-state advantage and political organization will help blunt Mr. Trump's momentum. But some, perhaps many, absentee ballots were cast for Mr. Bush, making such voters unavailable to Mr. Rubio.

Rich Beeson, Mr. Rubio's deputy campaign manager, said he didn't think that would be a big problem. ""People are holding on to their ballots longer than before,"" he said.

Credit: By Bob Davis",4/25/16

"Trump, Clinton Seize Leads --- Weekend wins give both the upper hand in amassing delegates in next state contests",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1767034250?accountid=12768,"PAHRUMP, Nev. -- Donald Trump and Hillary Clinton emerged from a weekend of voting as the clear leaders in the fight for their parties' presidential nominations, with smoother potential paths to victory than seemed likely a few weeks ago.

After winning the South Carolina primary, Mr. Trump should continue to benefit from a splintered Republican field that allows him to rack up convention delegates elsewhere in the South. Meanwhile, Mrs. Clinton's win in Nevada's caucuses has helped dispel doubts about her candidacy just as it heads on to favorable turf in the South, where she always figured to be stronger than her competitor Sen. Bernie Sanders.

Both front-runners still face obstacles. Mr. Trump may soon be hit with more direct attacks, and, as the field winnows, a pair of winner-take-all primaries in March could allow a competitor to make up ground quickly. And Mrs. Clinton faces a rival who has a fervent base of support in some states that lie ahead, while she has lower levels of support than her campaign would like in some pockets of the Democratic electorate.

In the short term, though, both will benefit from a primary map that is likely to give them some running room in the delegate hunt.

Mr. Trump is expected to win Nevada's Tuesday caucuses, and the state's 30 delegates, and then 12 states vote on Super Tuesday, March 1. Seven of those states are Southern contests that are key to Sen. Ted Cruz's path to victory. But Mr. Trump's convincing victory in South Carolina has put the Texan's proposition that he will be the choice of the region's social conservatives on shaky ground.

A total of 989 Republican delegates are at stake between March 1 and March 12, to be awarded proportionally, giving Mr. Trump a chance to build a significant advantage before the start of the winner-take-all primaries March 15. A total of 1,237 delegates are needed to secure the GOP nomination.

""If Trump can't be stopped from taking a majority of Super Tuesday delegates it's hard to see how he's not going to be the nominee,"" said Walker Stapleton, the Colorado state treasurer who was co-chairman of Jeb Bush's campaign in Colorado. The former Florida governor dropped out of the race Saturday after a poor showing in South Carolina.

A string of losses in the Southern states could be debilitating to Mr. Cruz, the Iowa caucus winner who is jockeying with Florida Sen. Marco Rubio to become the primary alternative to Mr. Trump. Mr. Rubio took second place in South Carolina but is under growing pressure to show he can win a state. His home turf, Florida, holds a winner-take-all contest on March 15.

Speaking to reporters here Sunday, Mr. Cruz predicted he would defeat Mr. Trump in a one-on-one matchup should the party choose him as the alternative to the businessman.

""Donald Trump has demonstrated that he has a relatively high floor of support, but he's also got, I think, a ceiling,"" Mr. Cruz said. ""You've got nearly 70% of Republican primary voters that don't believe Donald is the right person to represent our party in the general election against Hillary Clinton.""

Lying in wait outside of the South is Ohio Gov. John Kasich, who finished in fifth place in South Carolina with less than 8% support after his surprise second-place showing in New Hampshire. His campaign is working Massachusetts, another March 1 state, and will need a strong showing in the March 8 Michigan primary to justify his candidacy.

Retired neurosurgeon Ben Carson took sixth in South Carolina but is remaining in the race.

The longer the non-Trump vote is divided four ways, or even split between two candidates, the more delegates Mr. Trump will collect by winning with a plurality of the primary votes rather than a majority.

Beyond the map, the rhetoric on the campaign trail has leaned Mr. Trump's way, with most rivals avoiding attacking him so as not to draw his fire.

It is a stark difference from 2012, when after Newt Gingrich won South Carolina's primary, the rival Mitt Romney campaign launched a full-scale effort to take down the former House speaker in Florida, the next voting state. Romney surrogates, such as Utah Rep. Jason Chaffetz, trailed Mr. Gingrich at his events and attacked his record to reporters while the campaign and supportive super PAC peppered the airwaves with TV ads hitting Mr. Gingrich.

No campaign has even attempted anything similar to attack Mr. Trump. Mr. Gingrich said Sunday it probably wouldn't work anyway.

""You can't have the Romney effect this year,"" Mr. Gingrich said. ""Nobody can raise enough money, and furthermore, we don't know of any message that works"" against Mr. Trump.

Of the roughly $215 million that super PACs have spent so far on advertisements, phone calls and mailers promoting or attacking candidates of both parties, just about $9 million -- or 4% -- has been spent opposing Mr. Trump, who has been leading national polls since July.

The biggest hit was from Our Principles PAC, a group created by a former aide to Mr. Romney's 2012 campaign. The group has spent about $3.8 million attacking Mr. Trump, though $3 million of its fundraising has come from two donors: Marlene Ricketts, the wife of TD Ameritrade founder Joe Ricketts, and Wisconsin shipping executive Richard Uihlein, according to campaign-finance reports.

Mr. Chaffetz, who backs Mr. Rubio, arrived in Nevada on Sunday. But he has no plans to attend Mr. Trump's Las Vegas rally Monday. Instead, the House Oversight Committee chairman drove to Pahrump, a retirement community near the California border, to ""provide oversight"" for Mr. Cruz outside a sports bar where the Texan appeared for a rally.

Asked why he isn't trying to distract the front-runner, Mr. Chaffetz replied, ""I don't even know if that's possible with Mr. Trump . . . .If you're a Trump fan, you're a Trump fan.""

Clinton campaign officials, for their part, believe the Nevada victory bodes well for the racially diverse set of states that come up next.

""Nevada posed the first test for both campaigns in a diverse state -- the first test of whether Sen. Sanders could broaden his appeal. . . .And he came up short,"" Clinton spokesman Brian Fallon said.

Mr. Sanders said on CNN Sunday that his campaign is gaining support among Hispanic voters. ""I think our message is resonating,"" he said.

Delegates are awarded proportionally in the Democratic nomination fight, making it hard for one candidate to clinch the nomination early. But Clinton campaign aides are convinced the former senator and secretary of state is on a path to roll up an insurmountable lead by the end of March.

Mrs. Clinton also already has a big lead among superdelegates, a group of Democratic Party officials who will make up about 30% of the total needed to win.

One of Mr. Sanders's strengths had appeared to be states that hold caucuses, which typically inspire candidacies that fire up party activists, rather than primaries. Yet Mrs. Clinton has won the two caucus states.

""When they articulate their path, when they talk about how they're going to compete for the nomination, they talk about caucus states. We're now 2-0 in caucus states,"" Mr. Fallon said.

---

Rebecca Ballhaus contributed to this article.

Credit: By Reid J. Epstein and Peter Nicholas",4/25/16

America's Moment of Trump,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1766953113?accountid=12768,"Donald Trump's convincing victory in South Carolina Saturday marks a moment of truth in the 2016 U.S. presidential race. The businessman is now the clear favorite for the Republican nomination, yet he is also the candidate most disliked by GOP voters and according to the polls the least likely to win in November. Are Republicans really going to jump off the cliff into the great Trump unknown?

Perhaps so. About a third of GOP voters seem to be confirmed cliff-divers, as Mr. Trump won handily by rolling up a similar share of the vote he won in New Hampshire. He won again across most demographic and ideological groups, especially with those most fed up with Washington and GOP leaders. Mr. Trump should also send a thank-you note to the pope for attacking him, since he won 34% of evangelical Protestant voters who may have resented the Catholic pontiff's ill-conceived intervention.

Mr. Trump now heads into Nevada and the March 1 southern primaries with momentum that would typically carry him to the nomination. The difference is that Mr. Trump engenders passionate support and also passionate opposition. His unfavorable ratings are the highest in the GOP field, with a net negative in the most recent WSJ/NBC poll of minus-31. Hillary Clinton is only minus-13.

The blustery businessman also doesn't seem all that eager to expand his support. In his victory speech Saturday night, he offered a passing grace note to Marco Rubio and Ted Cruz for doing well but he was mostly self-referential and didn't mention Jeb Bush, who had earlier announced he is leaving the race. Mr. Trump declared that he is leading ""a movement,"" but for that to be true he will have to unify the Republican Party. It still isn't clear what his movement represents other than Mr. Trump's blunt persona, his family and ultimatums to various countries.

---

The question now is whether the anti-Trump GOP voters can rally around another candidate in time to defeat him. Ted Cruz called himself that candidate, but his third place finish had to be disappointing in a state made for his hard-edged conservatism.

Marco Rubio edged him out for second place despite Mr. Cruz's negative ad assault on the Florida Senator. The Texas Senator remains a faction candidate with so far limited appeal across the GOP spectrum, and his Saturday speech (indulgently long as always) doubled down on that strategy. He must figure this is his path to victory in a three-man race.

Mr. Rubio was the night's biggest surprise, coming back from fifth place in New Hampshire, and he now has the best chance to emerge as the main challenger to Mr. Trump. Unlike Mr. Cruz he has support across the GOP, and his message is the most likely to appeal to Mr. Bush's voters. Mr. Rubio's speech on Saturday was the shrewdest of the night in its pitch for a 21st-century conservatism that offers opportunity to Americans of all colors, education and income.

Messrs. Trump and Cruz will assail Mr. Rubio as soft on immigration, but according to the exit poll some 53% of GOP voters in South Carolina favor a path to citizenship for illegals already in the U.S. Mr. Rubio can let Messrs. Cruz and Trump divide the anti-immigrant vote while he hunts for support with his aspirational message.

In a typically classy move, Mr. Bush ended his campaign after finishing fourth and that should help Mr. Rubio. We'll leave the dissection of the Bush campaign to the kick-'em-when-they're-down caucus. Mr. Bush deserves credit for offering policy proposals that are by far the best in the field, but his misfortune was to run in a year when attitude trumps policy. More than a few conservatives may come to regret their gleeful dismissal of Mr. Bush if their nominee hits the rocks in November.

The pressure will now build on Ben Carson and John Kasich to get out of the race as well. Mr. Carson can't win and should not want to look like this year's Ron Paul. Mr. Kasich has a strong record as Ohio Governor and is betting that he can break out as the campaign moves to the Midwest starting on March 8 in Michigan. But he has the Cruz problem in reverse: He hasn't shown he can win enough conservative support.

---

Messrs. Kasich, Rubio and Cruz hope that the GOP aversion to Mr. Trump is strong enough that the New Yorker won't be able to collect a delegate majority. The winner-take-all states don't begin in earnest until March 15, and each of the three thinks that if he can win some of those states he can make a dash for the nomination or deny a majority to Mr. Trump before the July convention.

That's not impossible in this bizarre year, but it's more likely that by dividing the non-Trump vote they would abet his nomination. If the businessman can maintain his support in the 35%-range in a multiple-candidate race, he can carry those winner-take-all contests.

Mr. Trump has also benefitted from being the target of so few political attacks. Only Mr. Bush took him on during debates, and Mr. Cruz figured that if he slip-streamed Mr. Trump on trade and immigration he'd inherit his voters when the New Yorker dropped out. That now looks like a giant miscalculation as Mr. Trump is trouncing Mr. Cruz as the outsider favorite.

The best -- maybe the only -- way to stop Mr. Trump now is if the non-Trump votes consolidate behind a single alternative candidate. After South Carolina that may be Mr. Rubio, who showed resilience and tenacity after his New Hampshire stumble. But he will also have to show he can take on Mr. Trump one-on-one in a way he hasn't done so far.

Hillary Clinton's win in Nevada Saturday suggests that in the end Democrats aren't going to indulge their inner socialist this year. They want to win. Republicans have a last chance to reconsider their Trump embrace, or dive head-first into who-knows-what.

(See related letters: ""Letters to the Editor: Trump Is Overruning the Republican Party"" -- WSJ Feb. 29, 2016)",4/25/16

"Election 2016 --- CAPITAL JOURNAL: Clinton Advances, Trump Redefines Normal for the GOP",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1766945197?accountid=12768,"Regular order has begun returning for Democrats. Republicans still aren't sure whether their version of regular order even exists any longer.

The one thing that was settled as voters spoke Saturday in two states -- Democrats in Nevada and Republicans in South Carolina -- is that there now is no doubt about the identity of the front-runners in the 2016 presidential campaign. Hillary Clinton has re-established herself, as she was always supposed to, as the Democratic favorite. And whether party leaders like it or not, Donald Trump now is indisputably the favorite to win the GOP nomination.

Mr. Trump continues to remake both the Republican Party and what a winning coalition within it looks like. As in Iowa and New Hampshire, he enjoyed significant strength among blue-collar, non-college-educated voters in South Carolina. They used to be a GOP afterthought, but increasingly seem to be its core.

Meanwhile, there is little consolidation in the anti-Trump lanes, and still too many of them to suit party establishment figures eager to stop Mr. Trump. This is at least a three-man race going forward, with Mr. Trump joined by Sens. Ted Cruz of Texas and Marco Rubio of Florida. Technically, for now, it is actually a five-man race, with Ohio Gov. John Kasich and retired neurosurgeon Ben Carson hanging around.

Only former Florida Gov. Jeb Bush took South Carolina's results as a signal to quit the race. Mr. Kasich should gird himself, though, for he is about to come under enormous pressure to do the same, to allow the anti-Trump vote to consolidate.

By the end of Saturday night, the reality was simply this: It isn't clear who is the real alternative to Mr. Trump. South Carolina, with its large population of evangelical Christians, was supposed to be the ideal spot for Mr. Cruz, yet he failed to win. Mr. Rubio made a nice comeback from an embarrassing finish in New Hampshire, but he still hasn't shown that he can actually win anywhere.

Big money and big establishment support will be flowing to Mr. Rubio in coming days; the establishment will effectively anoint him the alternative to Mr. Trump. In his post-South Carolina speech, he wrapped himself in the cloak of Ronald Reagan, and hit a generational-change note by declaring that he will lead the ""children of Reagan"" into a new era of conservative power. But it is far from clear that will be enough.

For the Democrats, the situation is more simple. Mrs. Clinton didn't win Nevada's caucuses impressively, but she didn't have to. She just had to avoid raising new -- and damaging -- questions about her viability before Democrats vote in South Carolina next week.

Mrs. Clinton should win big there, because of a big African-American vote that is the foundation of her candidacy. Her opponent, Sen. Bernie Sanders, nearly conceded that state in his own concession speech.

The problem for Mr. Sanders isn't so much South Carolina next Saturday as it is the road that follows. On March 1, Democrats move on to a series of Southern states that simply don't figure to be friendly territory for him. Alabama, Arkansas, Georgia, Tennessee and Virginia all vote that day, and in each of them the African-American share of the population tops 15%. Texas also rolls in on March 1. A third of that state's population is Hispanic, and that also figures to be a friendly Clinton audience.

Less obviously, Nevada suggested one other Clinton asset. Until now, being the establishment choice hasn't been a good thing for much of this election cycle. But it proved to be in Nevada; older, more moderate, mainstream Democratic voters were the ones who showed up in force there for her.

Still, Mrs. Clinton continues to face the same problem she has had weighing her down since day one, which is voters' lack of confidence in her honesty and integrity. As Democratic pollster Peter Hart put it to the Journal this past week: ""She is running against herself.""

Mr. Sanders has an army of energized supporters and a still-healthy bank account, and states he can win on March 1: Vermont, Massachusetts, Minnesota and perhaps even Oklahoma. So things are far from decided. But for the Democrats, unlike for Republicans, a return to something resembling normalcy at least seems possible.

Credit: By Gerald F. Seib",4/25/16

"Pope, Trump Spar on Immigration --- Pontiff says building a wall is 'not Christian;' Trump says questioning faith is 'disgraceful'",http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1766256680?accountid=12768,"An extraordinary dispute between Pope Francis and Donald Trump broke out Thursday after the pontiff said the Republican presidential candidate's immigration stands make him ""not Christian,"" prompting Mr. Trump to retort that questioning his personal faith was ""disgraceful.""

The exchange began when the pope, an outspoken supporter of immigrants' rights, weighed in on a debate that is at the heart of the Republican primary.

In wide-ranging remarks during a news conference aboard his flight back to Rome after a visit to the U.S.-Mexico border, the pope also touched on the sensitive topics of birth control and gay marriage. He said the use of contraception could be justified in regions hit by the Zika virus. And when asked if Catholic politicians must vote against same-sex unions, he said they should ""vote according to their well-formed conscience.""

In response to a question about Mr. Trump's proposal to build a wall to keep illegal immigrants from entering the U.S., the pope said: ""A person who thinks only about building walls, wherever they may be, and not building bridges, is not Christian."" He added, ""We must see if he said things in that way, and in this I give the benefit of the doubt.""

Campaigning in South Carolina before Saturday's primary, Mr. Trump said, ""For a religious leader to question a person's faith is disgraceful."" He also suggested the pope had been manipulated by the Mexican government -- a charge officials there denied.

Later, in a televised event Thursday night on CNN, Mr. Trump called Pope Francis a ""wonderful guy"" and said ""I don't think this is a fight."" Mr. Trump added he would meet with the Pope ""anytime he wants.""

Immigration has been the subject of some of the most heated rhetoric of the Republican campaign and debates, with Mr. Trump, Sen. Ted Cruz and Sen. Marco Rubio all calling for stronger security on the U.S.-Mexico border.

In the 2012 general election, about 25% of U.S. voters identified themselves as Catholic, exit polls found. President Barack Obama won 50% of Catholic voters, who included many Hispanics, and 48% backed Republican candidate Mitt Romney.

In South Carolina, the key GOP voting bloc is not Catholics but evangelicals, with about 65% of Republican voters identifying as born-again or evangelical in 2012 exit polls. This election cycle, Mr. Trump won the majority of evangelicals in New Hampshire and Mr. Cruz won them in Iowa.

Joanna Horres, a homemaker who led the crowd in pro-Trump chants at the event in Kiawah Island, S.C., said she has backed him since he declared he would run for president, and she still does. ""It makes my opinion of him even stronger,"" she said. ""He's not afraid to speak up to anybody, even the pope. He's obviously a Christian who is secure in his salvation; he doesn't need the approval of the pope either,"" she said.

Mr. Trump's opponents tried to steer clear of the controversy on the campaign trail on Thursday. ""Listen, that's between Donald and the pope. I'm not going to get in the middle of that,"" Mr. Cruz said, declining to take questions about the matter.

Mr. Rubio said the U.S. has the right to control who comes into the U.S. and when and how people do that. ""There's a balance here between being compassionate and also being responsible, especially in a world where, today, radical jihadists are seeking to use the immigration laws of countries to infiltrate killers and fighters into foreign countries,"" Mr. Rubio said on CNN.

Mr. Trump is no stranger to controversial comments, but his clash with the pope raises new stakes and moves both men into uncharted waters.

John C. Green, an expert on religion and politics at the University of Akron, said the moment is unprecedented. Religious leaders sometimes criticize politicians' policies and ideas, but he said he couldn't recall a time when a leader leveled a personal broadside.

""It's not that uncommon for religious leaders to argue with politicians over politics, where a Catholic leader might say so-and-so's position on abortion or climate change is not consistent with the church's teachings. But I've never seen anything like this,"" he said. Conversely, he said, when a politician comes in for criticism from a religious leader, he or she typically simply acknowledges a disagreement. ""It's not a confrontational reaction,"" said Mr. Green.

In his comments Thursday, Mr. Trump told the crowd that he is a Christian ""and proud of it."" He suggested that the pope, whom he has previously called ""political,"" was unduly influenced by the Mexican government and saw only ""one side"" of the story. ""He said negative things about me because the Mexican government convinced him that Trump is not a good guy,"" Mr. Trump said.

A spokesman for Mexican President Enrique Pena Nieto said Mr. Trump's proposal for a border wall was not a subject that came up in talks between the pontiff and Mr. Pena Nieto.

Mr. Trump, a Presbyterian, also re-aired a dire prediction he had made last year: that the Vatican is a top target for Islamic State terrorists, and he would be the best commander in chief to keep it safe.

""If and when the Vatican is attacked by ISIS, which, as everyone knows, is ISIS's ultimate trophy, I can promise you that the pope would've only wished and prayed that Donald Trump would've been president,"" he said Thursday.

Mr. Trump has drawn particular ire from critics over his call for deporting millions of immigrants in the U.S. illegally, and his labeling of Mexican immigrants as drug traffickers and rapists.

In interviews after the rally, about a dozen Trump supporters said the businessman's forceful rebuke bolstered their support for him.

Larry DiCenzo, a retired school principal who lives in Charleston, said he was shocked the pope would criticize Mr. Trump's religion. Mr. DiCenzo, a Catholic, said the feud wouldn't change the way he voted on Saturday.

""I liked Trump's response, it was to the point, which is the reason why I like Trump, because he says it as it is, and he is truthful,"" Mr. DiCenzo said. ""It astounds me that [the pope] would say that and I disagree with him.""

Liberty University President Jerry Falwell Jr., a Trump supporter, told CNN on Thursday that the pope's comments went too far. ""Jesus never intended to give instructions to political leaders on how to run a country,"" Mr. Falwell said.

Los Angeles Archbishop Jose Gomez, a Mexican immigrant who has publicly pushed for changes to U.S. immigration law, declined to comment on the pope's words or Mr. Trump's reaction, because he hadn't read the full transcript of the pope's remarks.

But the archbishop said: ""If you follow the Bible, you have to be open to people migrating. The Bible says clearly you have to welcome the stranger.""

Some Mexicans said they were grateful the pope spoke out. ""Is there a more hated person in the world right now than Donald Trump?"" asked Oscar Tello, 31, a tennis coach in Mexico City. ""I'm glad the pope pointed out that Mr. Trump is not acting like a Christian.""

---

Laura Meckler, Tamara Audi and David Luhnow contributed to this article.

Credit: By Francis X. Rocca and Felicia Schwartz",4/25/16

Election 2016 --- CAPITAL JOURNAL: Trump Bid Changing Philosophy of the GOP,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774739994?accountid=12768,"While focus shifts to whether Donald Trump can sew up the Republican nomination by the party convention in July, less attention is being devoted to a potentially bigger question: What will the party that gathers then actually stand for?

Neither question will be easy to resolve. The efforts by some Republican leaders to block Mr.Trump continue apace, and he could fall short of winning enough delegates to claim the nomination by convention time. That would produce the much-discussed, potentially raucous contested convention.

Yet the charge by Mr. Trump and his supporters isn't merely an attempt to win the nomination; it's also an effort to change what the party is about. It represents an attempt at a hostile takeover that, if successful, would change not only who leads the GOP, but also what it means to be a Republican.

How, for example, would a party that traditionally has stood for free trade alter its position if its nominee has espoused punitive tariffs on imports from China? How does a party whose members have declared religious liberty a core issue square that belief with a nominee who has called for surveillance of mosques?

These positions would require re-evaluation of some basic Republican doctrines. They represent changes that, as Mr. Trump has been saying, could draw new members into the Republican Party -- but also could drive away some Republicans who can't abide the new direction.

The tension was on display Monday in Washington, as Mr. Trump met privately to woo a group of Republican officials. One way to grasp the significance of the moment is to stack Trump positions of today alongside those contained in the party platform that was approved at the Republicans convention four years ago.

Party platforms aren't documents that people pay a lot of close attention to once they are written and approved. Still, they provide a useful baseline for the positions that define a national party.

For example, Mr. Trump has in Republican debates emphatically defended the use of eminent domain -- the practice by which governments can forcibly take over private property to clear the way for public or private development projects. Indeed, he has defended his own real-estate company's use of the practice.

Conservatives dislike the idea, though, and it will be hard to square fulsome support for eminent domain with this passage from the 2012 Republican platform:

""The Takings Clause of the Fifth Amendment -- 'nor shall private property be taken for public use without just compensation' -- is a bulwark against tyranny; for without property rights, individual rights are diminished. That is why we deplore the Supreme Court's Kelo v. New London decision, allowing local governments to seize a person's home or land, not for vital public use, but for transfer to private developers.""

Four years ago, the party stood behind what was then the proposed Trans-Pacific Partnership trade deal with Pacific Rim nations.

Today, Mr. Trump, along with some other Republican presidential contenders, has rejected the trade deal President Barack Obama completed, arguing that the U.S. has been taken to the cleaners not just in that deal but in other free-trade agreements as well. Meantime, Mr. Trump told the Washington Post and CNN on Monday that he questions whether the U.S. can afford the money it is spending for the North Atlantic Treaty Organization alliance, which the 2012 platform said was important for the ""continued vitality"" of relations with Europe.

The platform also is peppered with references to the importance of freedom of religion. In its opening section, for example, it says Republicans ""ask all to join us in rejecting the forces of hatred and bigotry and in denouncing all who practice or promote racism, anti-Semitism, ethnic prejudice, or religious intolerance"" and refers to ""our reverence for the religious freedom envisioned by the Founding Fathers of our nation and of our party.""

That stands in juxtaposition with Mr. Trump's plan for a temporary ban on Muslims entering the country, his call for surveillance of some mosques in the U.S., and his statement that he would ""strongly consider"" shutting down some mosques.

Mr. Trump has argued that, in an age of Islamic terrorism, positions and practices have to change -- and his many supporters emphatically agree. In other areas, such as abortion, Mr. Trump has adjusted his views to hew to Republican orthodoxy.

More broadly, though, his positions on questions such as his call for expelling millions of illegal immigrants envision a powerful central government, in a party that has traditionally favored limiting federal powers.

As such positions suggest, a Trump nomination would represent not just a change in leadership, but also a change in Republican philosophy.

Credit: By Gerald F. Seib",4/26/16

Election 2016: Trump Voices Israel Support --- GOP front-runner seeks to allay doubts over his backing for Jewish state,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774739993?accountid=12768,"WASHINGTON -- Republican presidential front-runner Donald Trump sought to present a more sober and measured profile Monday, as he spoke before one of the largest pro-Israel groups in the U.S.

""I speak to you today as a lifelong supporter and true friend of Israel,"" he told the American Israel Public Affairs Committee. ""I'm a newcomer to politics, but not to backing the Jewish state.""

Mr. Trump, who typically speaks off the cuff or from brief notes, read from a prepared text, and eschewed the harsh, sometimes profane rhetoric that he has often employed on the campaign trail.

The New York businessman used his address -- drafted by his Jewish son-in-law -- to try to allay doubts about his support for Israel and about his mastery of foreign policy, addressing a group that included many skeptics not just of his foreign policy, but of his provocative campaign style.

He launched a blunt critique of the U.S. nuclear deal with Iran. ""I know deal-making, and let me tell you this deal is catastrophic,"" he said.

Despite threats of protests, the crowd appeared largely receptive to Mr. Trump, save for a few moments. He received several rounds of cheers, with some standing to applaud him, when he said that Israel would no longer be treated like a ""second-class citizen"" and when he criticized the deal with Iran.

But he drew some titters when he said that no one had studied the Iran deal more than him -- ""believe me.""

Having drawn fire last year for giving an ambiguous response on a key litmus-test issue, Mr. Trump also told the audience: ""We will move the American Embassy to the eternal capital of the Jewish people, Jerusalem.""

Mr. Trump's prior insults to women and minorities had prompted protests from rabbis and other critics who threatened to walk out or boycott the address. Some attendees, wearing stickers that read ""Come together against hate"" -- a play off of Aipac's theme, ""Come Together"" -- planned to walk out before he began speaking, while protesters gathered outside.

Daniel Burg, a rabbi from Baltimore who was attending Aipac this week for the ninth year in a row, was among the attendees who walked out. ""People are exercising their rights to not simply abide the presence of Mr. Trump and pretend that this election cycle is business as usual,"" he said. He called the real-estate billionaire's rhetoric ""so hateful, so misogynistic, so racist"" and said it had ""undermined the democracy that we believe in.""

Rick Jacobs, a rabbi from New York City and president of the Union for Reform Judaism, helped author a letter to Mr. Trump requesting a meeting to discuss the community's concerns with the front-runner, citing his comments about Mexican immigrants, women, Muslims, and other groups.

Mr. Jacobs said the campaign has said it is considering setting up a meeting later this week. ""It's not that we won't engage with this candidate,"" he said. ""We want to have a chance not just to listen -- we want to have a chance to speak.""

Mr. Jacobs walked out ahead of Mr. Trump's speech and gathered with about 70 others outside the auditorium while Mr. Trump speaking. He said he saw hundreds leaving the stadium before Mr. Trump took the stage.

Mr. Trump has also been making efforts to communicate with the GOP's more conventional power centers. Earlier Monday, he met with several members of Congress, most of whom already support his campaign but a few who haven't yet endorsed him.

Also Monday, in an interview with the Washington Post editorial board, he unveiled a partial list of his foreign-policy advisers, a week after drawing criticism for saying he is his own best adviser when it comes to international affairs. The group didn't appear to belong to a specific camp within the foreign-policy establishment.

In addition to Sen. Jeff Sessions, a Republican from Alabama who has endorsed Mr. Trump, the team included Walid Phares, a Middle East expert and critic of President Barack Obama; Joe Schmitz, a former inspector general at the Defense Department; and Carter Page, a founder and managing partner at Global Energy Capital, a New York firm.

In his Washington Post interview, Mr. Trump broke with decades of U.S. foreign policy on another front when he questioned the need for American involvement in the North Atlantic Treaty Organization, which is often used against Russia as a unified defense coalition. Mr. Trump suggested that the U.S. contributed too much money to NATO and said that European countries should shoulder more of the cost.

Oana Lungescu, chief spokeswoman for NATO, said the alliance doesn't comment on election campaigns in allied countries.

In his Aipac speech, Mr. Trump, who promised at the outset that he hadn't come to ""pander to you about Israel,"" made several overtures to the audience. He concluded by telling them, ""My daughter Ivanka is about to have a beautiful Jewish baby,"" and received a loud round of cheers.

Credit: By Janet Hook and Rebecca Ballhaus",4/26/16

The Zero-Sum Worlds of Trump and Sanders,http://ezproxy.library.nyu.edu:2048/login?url=http://search.proquest.com/docview/1774469619?accountid=12768,"Donald Trump and Bernie Sanders might seem unlikely economic soul mates, but they share a mistaken reliance on zero-sum thinking and long-discredited economic policies.

Mr. Trump's anti-immigration and anti-trade positions make him essentially a disciple of mercantilism -- a protectionist economic theory refuted by Adam Smith in 1776. Bernie Sanders proudly calls himself a socialist and advocates vast increases in taxes and government power. The history of the past century, from the Soviet Union's fall to the impending collapse of Venezuela, amply shows that a socialist economy isn't only ""rigged"" -- to borrow one of Mr. Sanders's favorite words -- it doesn't work.

